transaction_id,customer_id,account_id,transaction_date,transaction_type,amount
TX1002790,CUST1764,ACC152944,2024-01-11,Deposit,2174.38
TX1002791,CUST1519,ACC158482,2024-09-12,POS,10564.98
TX1002792,CUST2530,ACC184394,2024-09-16,Deposit,651.02
TX1002793,CUST1033,ACC126887,2024-11-11,POS,5435.48
TX1002794,CUST1731,ACC171358,2024-07-17,POS,7924.94
TX1002795,CUST2614,ACC181836,2024-08-14,DEPOSIT,5308.68
TX1002796,CUST1138,ACC181027,2024-11-06,BankTransfer,15000.02
TX1002797,CUST1706,ACC185463,2024-04-15,Withdrawal,15684.58
TX1002798,CUST1493,ACC157952,2024-07-09,deposit,12565.32
TX1002799,CUST2501,ACC191418,2024-03-14,POS,13685.34
TX1002800,CUST2345,ACC145252,2024-12-26,pos,14786.92
TX1002801,CUST2286,ACC185033,2024-02-09,Bank Transfer,57375.05
TX1002802,CUST1212,ACC153019,2024-11-03,,2862.26
TX1002803,CUST2580,ACC125859,2024-12-23,Deposit,-700.08
TX1002804,CUST2191,ACC139522,2024-12-15,bank-transfer,1385.79
TX1002805,CUST2505,ACC111046,2024-07-12,Withdrawal,15498.55
TX1002806,CUST2549,ACC104845,2024-03-27,DEPOSIT,18119.32
TX1002807,CUST1680,ACC170442,2024-07-25,Deposit,6466.65
TX1002808,CUST1273,ACC143842,2024-04-16,Pos Purchase,6102.58
TX1002809,CUST1090,ACC151117,2024-04-21,DEPOSIT,10093.44
TX1002810,CUST1721,ACC195040,2024-06-09,POS,15583.37
TX1002811,CUST2118,ACC194225,2024-06-29,Withdrawal,1979.54
TX1002812,CUST1693,ACC197000,2024-07-26,Pos Purchase,12139.77
TX1002813,CUST2666,ACC116515,2024-05-20,Withdrawal,3815.32
TX1002814,CUST2316,ACC168219,2024-05-07,Withdrawal,7833.1
TX1002815,CUST1358,ACC170882,2024-05-28,POS,7306.84
TX1002816,CUST2700,ACC137214,2024-04-28,Withdrawal,4963.78
TX1002817,CUST2595,ACC128014,2024-07-13,POS,19610.62
TX1002818,CUST2402,ACC112166,2024-11-03,WITHDRAWAL,4069.62
TX1002819,CUST1951,ACC167065,2024-08-28,POS,4769.94
TX1002820,CUST2424,ACC172323,2024-01-13,withdrawal,6321.03
TX1002821,CUST1980,ACC140927,2024-12-17,Bank Transfer,14176.28
TX1002822,CUST2293,ACC168332,2024-10-15,Deposit,7372.41
TX1002823,CUST1373,ACC144657,2024-05-04,Withdrawal,6060.07
TX1002824,CUST2661,ACC199227,2024-11-26,Pos Purchase,9314.59
TX1002825,CUST1276,ACC183320,2024-12-23,Bank Transfer,17411.5
TX1002826,CUST1129,ACC120975,2024-02-03,Withdrawal,67.93
TX1002827,CUST2466,ACC103069,2024-08-19,Withdrawal,16394.44
TX1002828,CUST2589,ACC103655,2024-12-31,POS,-17995.17
TX1002829,CUST2932,ACC170770,2024-01-12,POS,2399.16
TX1002830,CUST1937,ACC177660,2024-07-18,POS,15423.67
TX1002831,CUST1075,ACC133907,2024-10-19,Deposit,5278.3
TX1002832,CUST1600,ACC131632,2024-06-25,Bank Transfer,9022.24
TX1002833,CUST1412,ACC139838,2024-07-03,Withdrawal,8984.98
TX1002834,CUST1089,ACC195225,2024-07-14,DEPOSIT,12799.35
TX1002835,CUST2620,ACC155410,2024-01-11,Deposit,2942.98
TX1002836,CUST1408,ACC166227,2024-09-08,Withdrawal,15727.93
TX1002837,CUST2814,ACC114475,2024-08-11,Withdrawal,224.37
TX1002838,CUST1085,ACC195942,2024-08-16,Withdrawal,19333.47
TX1002839,CUST1646,ACC107857,2024-08-05,bank-transfer,5398.39
TX1002840,CUST2911,ACC148887,2024-02-15,bank-transfer,1239.14
TX1002841,CUST1635,ACC134046,2024-08-11,BankTransfer,16380.11
TX1002842,CUST2055,ACC182180,2024-05-10,pos,6826.77
TX1002843,CUST1815,ACC166518,2024-06-27,Withdrawal,14004.42
TX1002844,CUST2669,ACC146461,2024-04-27,Bank Transfer,12451.76
TX1002845,CUST2112,ACC116228,2024-05-17,Deposit,11040.47
TX1002846,CUST1969,ACC106256,2024-07-06,Deposit,13602.43
TX1002847,CUST1518,ACC199163,2024-05-13,Bank Transfer,16101.81
TX1002848,CUST1074,ACC185322,2024-09-02,Deposit,17253.54
TX1002849,CUST2542,ACC116351,,Deposit,18409.31
TX1002850,CUST2324,ACC158816,2024-03-27,POS,12555.45
TX1002851,CUST1391,ACC139054,2024-04-22,POS,11312.3
TX1002852,CUST1585,ACC175030,2024-10-26,Bank Transfer,9419.31
TX1002853,CUST1731,ACC196581,2024-11-26,Withdrawal,8987.13
TX1002854,CUST2765,ACC100683,2024-09-21,Bank Transfer,16812.95
TX1002855,CUST2599,ACC159394,2024-11-02,bank-transfer,10786.15
TX1002856,CUST1097,ACC144430,2024-09-28,,7619.84
TX1002857,CUST2773,ACC130945,2024-04-10,Withdrawal,2177.73
TX1002858,CUST2342,ACC197748,2024-01-19,Bank Transfer,7578.04
TX1002859,CUST1679,ACC176230,2024-07-14,POS,8894.55
TX1002860,CUST1559,ACC174133,2024-07-05,Pos Purchase,745.83
TX1002861,CUST1254,ACC193670,2024-01-25,Pos Purchase,12090.09
TX1002862,CUST2637,ACC182279,2024-04-27,POS,9876.68
TX1002863,CUST1753,ACC187231,2024-02-16,Pos Purchase,73962.70000000001
TX1002864,CUST1894,ACC169899,2024-12-28,Bank Transfer,19357.77
TX1002865,CUST2821,ACC178059,2024-03-22,Bank Transfer,15486.87
TX1002866,CUST1819,ACC130649,2024-02-17,Deposit,4787.21
TX1002867,CUST2522,ACC145919,2024-11-11,Withdrawal,15271.84
TX1002868,CUST1900,ACC139216,2024-12-22,Bank Transfer,1393.1
TX1002869,CUST2832,ACC137294,2024-10-10,Bank Transfer,1153.53
TX1002870,CUST2958,ACC187414,2024-01-26,Withdrawal,6949.75
TX1002871,CUST1791,ACC193697,2024-05-08,POS,7268.04
TX1002872,CUST1694,ACC175073,2024-02-10,WITHDRAWAL,16507.89
TX1002873,CUST2994,ACC188137,2024-09-25,POS,1688.4
TX1002874,CUST1382,ACC118346,2024-05-10,,7574.7
TX1002875,CUST2016,ACC193631,2024-08-19,POS,15383.87
TX1002876,CUST2417,ACC149501,2024-03-17,bank-transfer,3792.2
TX1002877,CUST2018,ACC168113,2024-05-30,Withdrawal,
TX1002878,CUST1752,ACC196667,2024-03-13,Withdrawal,7409.9
TX1002879,CUST2892,ACC132457,2024-08-11,pos,11781.27
TX1002880,CUST2632,ACC113792,2024-05-22,Deposit,19900.56
TX1002881,CUST2063,ACC142971,2024-04-05,Deposit,7522.1
TX1002882,CUST1546,ACC167692,2024-04-27,POS,12875.23
TX1002883,CUST2640,ACC176332,2024-07-28,Bank Transfer,568.32
TX1002884,CUST1169,ACC125238,2024-06-08,Pos Purchase,12047.14
TX1002885,CUST2489,ACC147352,2024-03-26,POS,16334.26
TX1002886,CUST1869,ACC159547,2024-09-23,Withdrawal,14456.43
TX1002887,CUST1161,ACC112843,2024-02-04,Withdrawal,872.78
TX1002888,CUST1881,ACC119209,2024-04-28,DEPOSIT,7014.21
TX1002889,CUST2233,ACC193276,2024-02-17,Bank Transfer,14350.34
TX1002890,CUST2684,ACC155796,2024-11-13,Withdrawal,12593.31
TX1002891,CUST1369,ACC154008,2024-01-27,POS,18562.25
TX1002892,CUST2117,ACC110740,2024-10-20,POS,17403.57
TX1002893,CUST1601,ACC112091,2024-12-01,POS,16562.41
TX1002894,CUST1657,ACC108151,2024-03-31,POS,19582.55
TX1002895,CUST1210,ACC155690,2024-05-27,Withdrawal,6687.64
TX1002896,CUST1163,ACC117047,2024-10-07,Withdrawal,4060.61
TX1002897,CUST1671,ACC162423,2024-08-28,BankTransfer,16820.33
TX1002898,CUST2353,ACC128152,2024-08-04,POS,9347.02
TX1002899,CUST1605,ACC158479,2024-03-26,Withdrawal,13282.3
TX1002900,CUST1627,ACC110233,2024-04-30,POS,17051.31
TX1002901,CUST1913,ACC148404,2024-01-09,POS,19809.48
TX1002902,CUST2234,ACC188712,2024-04-10,Bank Transfer,17301.44
TX1002903,CUST2469,ACC168977,2024-11-04,POS,144.06
TX1002904,CUST1872,ACC152789,2024-12-30,Deposit,5226.59
TX1002905,CUST1341,ACC177101,2024-02-09,POS,3606.73
TX1002906,CUST2412,ACC173265,2024-02-04,Deposit,256.88
TX1002907,CUST1909,ACC168019,2024-02-21,,10764.31
TX1002908,CUST1719,ACC151744,2024-05-17,Bank Transfer,12964.17
TX1002909,CUST1915,ACC134562,2024-04-01,Deposit,8513.32
TX1002910,CUST1086,ACC176585,2024-09-30,Withdrawal,13054.53
TX1002911,CUST2488,ACC165382,2024-03-04,POS,14427.55
TX1002912,CUST2781,ACC183422,2024-08-24,Pos Purchase,9008.83
TX1002913,CUST2866,ACC155498,2024-10-10,Withdrawal,11623.52
TX1002914,CUST1722,ACC157682,2024-07-07,pos,16377.33
TX1002915,CUST2259,ACC190310,2024-04-01,Withdrawal,8219.29
TX1002916,CUST1890,ACC164165,2024-03-19,Bank Transfer,15204.14
TX1002917,CUST1562,ACC195907,2024-09-30,DEPOSIT,19564.08
TX1002918,CUST2309,ACC154646,2024-04-05,Bank Transfer,16605.59
TX1002919,CUST2620,ACC121344,2024-05-05,WITHDRAWAL,13156.38
TX1002920,CUST2941,ACC118919,2024-01-05,Deposit,15754.84
TX1002921,CUST1117,ACC166294,2024-06-15,POS,16383.46
TX1002922,CUST1153,ACC116662,2024-03-28,Bank Transfer,1306.45
TX1002923,CUST2374,ACC163539,2024-05-19,Deposit,11226.65
TX1002924,CUST2305,ACC193211,2024-09-19,Withdrawal,10255.53
TX1002925,CUST1831,ACC159993,2024-01-11,POS,17303.6
TX1002926,CUST1744,ACC116958,2024-09-13,POS,14792.68
TX1002927,CUST2050,ACC192343,2024-09-15,pos,537.53
TX1002928,CUST2640,ACC167264,2024-01-30,POS,12131.21
TX1002929,CUST2535,ACC169355,2024-07-20,POS,
TX1002930,CUST2391,ACC115474,2024-03-10,Bank Transfer,4413.4
TX1002931,CUST1327,ACC191025,2024-03-26,Pos Purchase,16770.36
TX1002932,CUST2951,ACC127871,2024-01-25,POS,11756.82
TX1002933,CUST1063,ACC159694,2024-08-28,Pos Purchase,1369.38
TX1002934,CUST1292,ACC162043,2024-03-20,Pos Purchase,5573.98
TX1002935,CUST2738,ACC104273,2024-03-08,Withdrawal,11439.71
TX1002936,CUST2244,ACC197844,2024-05-03,Bank Transfer,16293.49
TX1002937,CUST2388,ACC120557,2024-11-07,Deposit,1354.19
TX1002938,CUST2600,ACC173272,2024-07-07,POS,9352.39
TX1002939,CUST1897,ACC148409,2024-10-20,Withdrawal,989.29
TX1002940,CUST1071,ACC115566,2024-05-22,Deposit,3934.13
TX1002941,CUST1258,ACC178852,2024-08-24,Deposit,2727.32
TX1002942,CUST1137,ACC153558,2024-05-05,withdrawal,
TX1002943,CUST1483,ACC114461,2024-08-20,POS,13338.77
TX1002944,CUST2594,ACC115842,2024-03-30,Withdrawal,10552.36
TX1002945,CUST2321,ACC148442,2024-12-29,Bank Transfer,6901.07
TX1002946,CUST1750,ACC174942,2024-02-26,POS,16881.74
TX1002947,CUST1741,ACC137957,2024-12-31,Bank Transfer,13369.86
TX1002948,CUST1784,ACC105279,2024-05-07,BankTransfer,13809.39
TX1002949,CUST2944,ACC168521,2024-03-23,Deposit,9242.03
TX1002950,CUST2161,ACC120093,2024-11-23,deposit,16467.38
TX1002951,CUST1066,ACC115432,2024-11-06,pos,17024.23
TX1002952,CUST2239,ACC148688,2024-01-22,pos,15700.05
TX1002953,CUST1314,ACC139967,2024-02-04,Bank Transfer,1701.69
TX1002954,CUST2390,ACC149081,2024-07-12,POS,13423.78
TX1002955,CUST1921,ACC139748,2024-03-10,Withdrawal,9288.28
TX1002956,CUST2943,ACC138532,2024-01-01,Deposit,13956.24
TX1002957,CUST1759,ACC163691,2024-05-27,Withdrawal,10135.34
TX1002958,CUST1761,ACC103667,2024-08-23,POS,17620.02
TX1002959,CUST1909,ACC118726,2024-09-27,bank-transfer,2020.13
TX1002960,CUST2562,ACC118630,2024-09-07,Deposit,11267.73
TX1002961,CUST1157,ACC177283,2024-12-12,DEPOSIT,8541.78
TX1002962,CUST2175,ACC155280,2024-07-21,WITHDRAWAL,13124.2
TX1002963,CUST1281,ACC106376,2024-10-08,withdrawal,14707.63
TX1002964,CUST2084,ACC139998,2024-10-04,DEPOSIT,18176.12
TX1002965,CUST1751,ACC137156,2024-07-25,Bank Transfer,
TX1002966,CUST1815,ACC128256,2024-09-25,Deposit,573.15
TX1002967,CUST1643,ACC123996,2024-08-26,Bank Transfer,9822.23
TX1002968,CUST2330,ACC196948,2024-11-27,Withdrawal,4053.58
TX1002969,CUST1570,ACC164067,2024-09-23,Withdrawal,6365.52
TX1002970,CUST1511,ACC100273,2024-06-30,POS,11896.58
TX1002971,CUST2967,ACC116033,2024-11-06,POS,7812.97
TX1002972,CUST1232,ACC171766,2024-10-22,Deposit,15965.16
TX1002973,CUST1053,ACC145698,2024-07-26,pos,13720.08
TX1002974,CUST2506,ACC108855,2024-05-08,Withdrawal,19809.88
TX1002975,CUST1381,ACC105856,2024-09-25,Withdrawal,16350.53
TX1002976,CUST2022,ACC154732,2024-07-27,Withdrawal,2994.43
TX1002977,CUST2060,ACC163068,2024-03-26,Withdrawal,7088.48
TX1002978,CUST1792,ACC175112,2024-09-14,DEPOSIT,16320.93
TX1002979,CUST2870,ACC140593,2024-09-12,deposit,16887.58
TX1002980,CUST2150,ACC174155,2024-03-05,Withdrawal,19418.98
TX1002981,CUST1241,ACC159293,2024-01-19,Deposit,7374.21
TX1002982,CUST1536,ACC144279,2024-04-15,Withdrawal,4810.76
TX1002983,CUST2587,ACC149454,2024-02-07,Deposit,18549.85
TX1002984,CUST1533,ACC162289,2024-11-03,Withdrawal,16679.83
TX1002985,CUST2441,ACC194376,2024-07-07,Bank Transfer,18675.68
TX1002986,CUST1913,ACC179391,2024-06-01,Bank Transfer,13261.28
TX1002987,CUST1439,ACC117407,2024-02-29,Bank Transfer,15943.64
TX1002988,CUST2253,ACC199870,2024-11-05,WITHDRAWAL,14614.83
TX1002989,CUST1584,ACC118156,2024-07-30,BankTransfer,15650.89
TX1002990,CUST2421,ACC166160,2024-07-14,Deposit,12200.13
TX1002991,CUST2876,ACC183422,2024-07-11,Deposit,7040.6
TX1002992,CUST2005,ACC160415,2024-06-02,Deposit,983.67
TX1002993,CUST1409,ACC199834,2024-07-10,Withdrawal,7144.92
TX1002994,CUST1251,ACC158973,2024-01-13,POS,8494.07
TX1002995,CUST1277,ACC187453,2024-06-10,POS,14942.68
TX1002996,CUST2746,ACC158861,2024-09-06,Withdrawal,17586.82
TX1002997,CUST1151,ACC119527,2024-04-11,DEPOSIT,14452.36
TX1002998,CUST1925,ACC195402,2024-01-09,Withdrawal,8327.15
TX1002999,CUST1353,ACC142626,2024-04-20,BankTransfer,9462.94
TX1003000,CUST2840,ACC111706,2024-08-10,POS,7268.49
TX1003001,CUST2460,ACC181889,2024-11-22,Bank Transfer,2421.75
TX1003002,CUST1911,ACC187097,2024-03-16,Withdrawal,2623.05
TX1003003,CUST1179,ACC181735,2024-08-18,Withdrawal,2268.98
TX1003004,CUST2659,ACC153690,2024-10-29,Bank Transfer,14541.5
TX1003005,CUST2396,ACC150755,2024-03-12,POS,5250.18
TX1003006,CUST2981,ACC130516,2024-11-28,POS,8991.0
TX1003007,CUST2731,ACC151825,2024-06-03,POS,19607.75
TX1003008,CUST1654,ACC144433,2024-07-21,Deposit,9987.53
TX1003009,CUST2367,ACC170909,2024-05-05,Withdrawal,12148.18
TX1003010,CUST1711,ACC106005,2024-03-13,Withdrawal,7482.58
TX1003011,CUST2453,ACC187876,2024-01-09,Withdrawal,19698.24
TX1003012,CUST1132,ACC158077,2024-04-26,Deposit,18570.87
TX1003013,CUST2126,ACC196457,2024-08-12,withdrawal,13336.69
TX1003014,CUST2110,ACC136356,2024-05-09,Deposit,18903.02
TX1003015,CUST1594,ACC184661,2024-09-06,Bank Transfer,13095.56
TX1003016,CUST2825,ACC111603,2024-07-23,Bank Transfer,6144.83
TX1003017,CUST1614,ACC121707,2024-08-26,deposit,10745.57
TX1003018,CUST2743,ACC192695,2024-12-30,POS,7463.15
TX1003019,CUST1322,ACC103251,2024-08-26,Deposit,12092.17
TX1003020,CUST2457,ACC174972,2024-07-09,POS,11809.19
TX1003021,CUST2453,ACC182589,2024-04-14,Deposit,15037.0
TX1003022,CUST2899,ACC192720,2024-08-25,withdrawal,3557.1
TX1003023,CUST2434,ACC140481,2024-03-07,Bank Transfer,2900.46
TX1003024,CUST2306,ACC173537,2024-07-31,Bank Transfer,731.57
TX1003025,CUST1356,ACC184562,2024-01-27,WITHDRAWAL,1614.27
TX1003026,CUST2625,ACC116224,2024-05-05,Bank Transfer,4010.94
TX1003027,CUST1740,ACC184399,2024-03-15,POS,13943.6
TX1003028,CUST2041,ACC173315,2024-11-23,Bank Transfer,17842.25
TX1003029,CUST1459,ACC111161,2024-02-21,POS,8521.46
TX1003030,CUST1248,ACC125221,2024-05-31,Deposit,11562.82
TX1003031,CUST1411,ACC181094,2024-07-10,pos,2982.59
TX1003032,CUST2622,ACC171019,2024-01-28,POS,16199.02
TX1003033,CUST1284,ACC175609,2024-06-28,POS,2247.6
TX1003034,CUST1484,ACC199302,2024-08-26,Withdrawal,1790.04
TX1003035,CUST2618,ACC106930,2024-07-16,POS,8410.37
TX1003036,CUST2011,ACC174743,2024-11-30,withdrawal,11709.51
TX1003037,CUST1053,ACC168387,2024-08-09,Withdrawal,3791.09
TX1003038,CUST1739,ACC124824,2024-02-09,Deposit,7397.52
TX1003039,CUST2134,ACC198377,2024-11-02,Deposit,13568.09
TX1003040,CUST2172,ACC162368,2024-05-30,Withdrawal,4265.62
TX1003041,CUST1755,ACC165881,2024-06-30,Withdrawal,1535.27
TX1003042,CUST1957,ACC102446,2024-09-19,Pos Purchase,15295.46
TX1003043,CUST2645,ACC115765,2024-10-09,Deposit,9573.02
TX1003044,CUST2129,ACC186278,2024-09-01,Deposit,4342.82
TX1003045,CUST1265,ACC169711,2024-01-21,BankTransfer,6425.53
TX1003046,CUST2253,ACC123559,2024-09-02,Bank Transfer,7872.36
TX1003047,CUST2810,ACC102486,2024-02-04,POS,2660.77
TX1003048,CUST1176,ACC136039,2024-06-29,Deposit,15958.87
TX1003049,CUST1134,ACC126975,2024-06-18,POS,14476.72
TX1003050,CUST1633,ACC132150,2024-04-09,POS,9554.05
TX1003051,CUST1815,ACC192486,2024-06-07,Withdrawal,4650.53
TX1003052,CUST2468,ACC175963,2024-09-16,Deposit,6595.19
TX1003053,CUST2472,ACC158226,2024-03-25,withdrawal,6636.34
TX1003054,CUST1980,ACC111094,2024-01-06,Withdrawal,8476.28
TX1003055,CUST2076,ACC169932,2024-02-21,Deposit,3441.57
TX1003056,CUST1841,ACC179541,2024-03-15,Bank Transfer,2723.67
TX1003057,CUST2575,ACC141999,2024-12-30,,13513.98
TX1003058,CUST1838,ACC152664,2024-10-14,POS,15513.29
TX1003059,CUST2686,ACC177187,2024-05-18,,19122.53
TX1003060,CUST2177,ACC105896,2024-01-31,Bank Transfer,5079.09
TX1003061,CUST1151,ACC164418,2024-01-13,DEPOSIT,10088.57
TX1003062,CUST1256,ACC103049,2024-09-17,POS,2283.59
TX1003063,CUST2991,ACC144558,2024-04-21,POS,11175.03
TX1003064,CUST1649,ACC157280,2024-11-18,Bank Transfer,8070.59
TX1003065,CUST2315,ACC123659,2024-09-23,Bank Transfer,17091.33
TX1003066,CUST1151,ACC154386,2024-07-09,Bank Transfer,11788.78
TX1003067,CUST1921,ACC103153,2024-01-13,bank-transfer,5814.75
TX1003068,CUST1954,ACC169193,2024-08-17,Bank Transfer,7374.11
TX1003069,CUST2392,ACC141599,2024-07-25,Deposit,9046.63
TX1003070,CUST2059,ACC150070,2024-06-20,Withdrawal,11416.0
TX1003071,CUST1705,ACC133708,2024-11-09,Bank Transfer,3312.39
TX1003072,CUST1262,ACC111930,2024-08-23,POS,2559.42
TX1003073,CUST2798,ACC115026,2024-06-26,POS,11584.39
TX1003074,CUST2697,ACC113019,2024-11-14,BankTransfer,1663.25
TX1003075,CUST2597,ACC171012,2024-06-16,Deposit,12899.33
TX1003076,CUST2129,ACC122040,2024-05-25,Deposit,10218.56
TX1003077,CUST2310,ACC137401,2024-07-07,Deposit,6719.59
TX1003078,CUST2203,ACC118878,2024-01-27,POS,18654.71
TX1003079,CUST1372,ACC123942,2024-09-21,POS,15866.38
TX1003080,CUST2572,ACC133496,2024-10-26,Bank Transfer,11357.48
TX1003081,CUST2978,ACC111747,2024-03-04,BankTransfer,5545.29
TX1003082,CUST1264,ACC120214,2024-08-12,Deposit,14427.21
TX1003083,CUST1886,ACC140212,2024-09-06,Bank Transfer,16881.42
TX1003084,CUST2029,ACC153382,2024-08-09,Deposit,7476.7
TX1003085,CUST2865,ACC188946,2024-09-20,Bank Transfer,15163.13
TX1003086,CUST2778,ACC122176,2024-01-19,Deposit,12970.97
TX1003087,CUST1113,ACC107721,2024-12-07,POS,6332.15
TX1003088,CUST2702,ACC180540,2024-10-07,Withdrawal,19309.07
TX1003089,CUST1254,ACC142636,2024-10-16,Bank Transfer,13857.54
TX1003090,CUST2061,ACC123784,2024-09-16,Bank Transfer,9904.02
TX1003091,CUST1313,ACC103561,2024-02-04,Bank Transfer,9655.49
TX1003092,CUST1622,ACC193493,2024-03-19,,16902.18
TX1003093,CUST1337,ACC107667,2024-07-12,BankTransfer,1586.76
TX1003094,CUST1331,ACC139062,2024-06-18,Withdrawal,6020.11
TX1003095,CUST1660,ACC151110,2024-12-04,Bank Transfer,1492.54
TX1003096,CUST2914,ACC112942,2024-12-31,Bank Transfer,2519.53
TX1003097,CUST2452,ACC141948,2024-08-13,Bank Transfer,6032.35
TX1003098,CUST1461,ACC118672,2024-11-21,BankTransfer,6043.17
TX1003099,CUST1708,ACC154109,2024-05-16,Withdrawal,6392.1
TX1003100,CUST2940,ACC142495,2024-03-14,Bank Transfer,7001.35
TX1003101,CUST2926,ACC133807,2024-03-13,DEPOSIT,10063.06
TX1003102,CUST2062,ACC149219,2024-04-10,Withdrawal,13916.39
TX1003103,CUST2832,ACC115855,2024-02-17,deposit,1383.51
TX1003104,CUST1581,ACC106799,2024-11-11,Withdrawal,6615.2
TX1003105,CUST2732,ACC126549,2024-07-15,bank-transfer,7040.85
TX1003106,CUST1161,ACC131407,2024-05-21,Pos Purchase,17142.4
TX1003107,CUST1513,ACC198583,2024-07-20,Deposit,2823.04
TX1003108,CUST1402,ACC178250,2024-04-22,Withdrawal,19374.11
TX1003109,CUST2300,ACC176812,2024-01-22,Bank Transfer,3166.84
TX1003110,CUST2958,ACC130997,2024-01-23,POS,12381.83
TX1003111,CUST2128,ACC164615,2024-06-04,Deposit,10316.23
TX1003112,CUST1562,ACC166666,2024-01-07,Deposit,14664.13
TX1003113,CUST1256,ACC198617,2024-03-09,bank-transfer,3770.02
TX1003114,CUST2280,ACC166115,2024-04-09,bank-transfer,11834.57
TX1003115,CUST1620,ACC150469,2024-08-02,Withdrawal,17094.32
TX1003116,CUST2258,ACC115083,2024-10-18,POS,9019.64
TX1003117,CUST2092,ACC135296,2024-04-09,Withdrawal,7053.25
TX1003118,CUST1191,ACC107947,2024-08-01,DEPOSIT,8359.93
TX1003119,CUST2029,ACC141724,2024-03-18,Bank Transfer,17642.39
TX1003120,CUST2312,ACC160925,2024-08-06,Bank Transfer,5139.08
TX1003121,CUST1345,ACC172498,2024-10-07,Withdrawal,3997.35
TX1003122,CUST2212,ACC153356,2024-10-17,Withdrawal,2017.4
TX1003123,CUST2928,ACC108579,2024-05-10,Pos Purchase,10721.46
TX1003124,CUST2189,ACC163461,2024-04-17,Deposit,17799.34
TX1003125,CUST1315,ACC103788,2024-01-01,deposit,15821.92
TX1003126,CUST1350,ACC153411,2024-02-03,bank-transfer,19529.85
TX1003127,CUST2349,ACC183039,2024-03-24,Bank Transfer,16133.67
TX1003128,CUST2278,ACC130636,2024-01-20,withdrawal,10746.77
TX1003129,CUST2475,ACC102440,2024-05-15,WITHDRAWAL,6497.02
TX1003130,CUST2847,ACC135279,2024-09-04,Deposit,8000.72
TX1003131,CUST2239,ACC172623,2024-02-03,Bank Transfer,15182.75
TX1003132,CUST1691,ACC176830,2024-04-22,Deposit,4564.31
TX1003133,CUST2725,ACC188486,2024-08-27,Withdrawal,18455.55
TX1003134,CUST2892,ACC113305,2024-03-25,Bank Transfer,12867.89
TX1003135,CUST2154,ACC132285,2024-12-10,BankTransfer,5459.0
TX1003136,CUST1084,ACC172706,2024-09-09,POS,16039.29
TX1003137,CUST2690,ACC185400,2024-02-28,Deposit,1218.26
TX1003138,CUST2769,ACC116458,2024-02-10,bank-transfer,14339.91
TX1003139,CUST1058,ACC139926,2024-12-08,POS,322.67
TX1003140,CUST1166,ACC174481,2024-08-23,POS,2926.68
TX1003141,CUST1093,ACC153313,2024-06-24,Withdrawal,9740.82
TX1003142,CUST2942,ACC158455,2024-11-11,Pos Purchase,14975.98
TX1003143,CUST2313,ACC110998,2024-07-09,pos,9484.13
TX1003144,CUST2579,ACC183335,2024-08-28,Pos Purchase,12448.45
TX1003145,CUST2181,ACC165592,2024-05-12,Bank Transfer,6982.67
TX1003146,CUST1542,ACC126667,2024-10-22,Deposit,16831.46
TX1003147,CUST2333,ACC118660,2024-10-12,Withdrawal,3013.57
TX1003148,CUST1431,ACC148929,2024-10-07,Bank Transfer,18417.24
TX1003149,CUST2570,ACC170836,2024-06-18,POS,37.92
TX1003150,CUST2171,ACC122044,2024-11-19,Bank Transfer,17017.51
TX1003151,CUST1853,ACC132133,2024-12-06,Deposit,15995.93
TX1003152,CUST2265,ACC170455,2024-06-16,pos,10103.55
TX1003153,CUST2308,ACC155542,2024-09-26,POS,17547.05
TX1003154,CUST1062,ACC172764,2024-03-20,Deposit,12302.9
TX1003155,CUST2019,ACC159210,2024-12-07,POS,12229.8
TX1003156,CUST2820,ACC105477,2024-12-15,Withdrawal,18761.92
TX1003157,CUST2284,ACC100131,2024-10-28,Bank Transfer,12833.61
TX1003158,CUST2117,ACC160902,2024-09-23,POS,-4290.42
TX1003159,CUST1593,ACC181360,2024-12-15,pos,3120.91
TX1003160,CUST2314,ACC137912,2024-05-22,BankTransfer,16951.98
TX1003161,CUST2959,ACC185597,2024-10-31,Deposit,12556.84
TX1003162,CUST1618,ACC121939,2024-05-05,pos,4915.94
TX1003163,CUST1989,ACC100071,2024-04-25,POS,8971.48
TX1003164,CUST1501,ACC107887,2024-01-12,Withdrawal,19065.34
TX1003165,CUST2648,ACC163201,2024-08-10,Bank Transfer,4210.64
TX1003166,CUST2653,ACC135822,2024-09-04,Deposit,6140.66
TX1003167,CUST2402,ACC178363,2024-05-19,Bank Transfer,10060.92
TX1003168,CUST1831,ACC132884,2024-06-17,WITHDRAWAL,12686.88
TX1003169,CUST1609,ACC189128,2024-09-17,Withdrawal,2023.9
TX1003170,CUST1928,ACC149827,2024-06-02,POS,6505.77
TX1003171,CUST1149,ACC146061,2024-09-12,Deposit,9994.7
TX1003172,CUST2410,ACC182864,2024-07-26,bank-transfer,17103.27
TX1003173,CUST1122,ACC127886,2024-01-27,deposit,5998.37
TX1003174,CUST1323,ACC176697,2024-10-29,Bank Transfer,7394.93
TX1003175,CUST1900,ACC166889,2024-06-02,Withdrawal,1073.68
TX1003176,CUST1851,ACC136872,2024-05-11,Deposit,1859.25
TX1003177,CUST1991,ACC105961,2024-02-24,deposit,19553.82
TX1003178,CUST1951,ACC121157,2024-03-16,Deposit,-8246.6
TX1003179,CUST1417,ACC196886,2024-10-11,Bank Transfer,16832.84
